batting_team,bowling_team,venue,current_score,is_powerplay,balls_left,wickets_left,current_run_rate,Top_Order,Middle_Order,Lower_Order,Tail,last_five,Death_Overs,final_score
South Africa,Sri Lanka,Hambantota,112,0,30,8,7.46666666666667,0,1,0,0,39,0,163
West Indies,England,London,166,0,3,3,8.51282051282051,0,0,0,1,34,1,169
Australia,Pakistan,St Lucia,86,0,60,8,8.6,0,1,0,0,38,0,191
New Zealand,Pakistan,Chandigarh,100,0,47,8,8.21917808219178,0,1,0,0,38,0,180
West Indies,Sri Lanka,Colombo,105,0,40,6,7.875,0,0,1,0,30,0,162
Bangladesh,Sri Lanka,Colombo,131,0,37,7,9.46987951807229,0,1,0,0,42,0,176
Pakistan,England,Dubai,135,0,6,5,7.10526315789474,0,0,1,0,45,1,144
India,New Zealand,Delhi,68,0,66,10,7.55555555555556,1,0,0,0,37,0,202
Bangladesh,Pakistan,Pallekele,90,0,60,8,9,0,1,0,0,41,0,175
India,New Zealand,Mount Maunganui,93,0,55,9,8.58461538461538,1,0,0,0,41,0,163
Sri Lanka,Australia,Melbourne,99,0,34,6,6.90697674418605,0,0,1,0,38,0,142
Pakistan,England,Manchester,64,0,73,8,8.17021276595745,0,1,0,0,38,0,190
Australia,Sri Lanka,Sydney,28,1,90,9,5.6,1,0,0,0,28,0,137
Pakistan,Australia,St Lucia,171,0,10,6,9.32727272727273,0,0,1,0,61,1,191
Sri Lanka,West Indies,Mirpur,124,0,16,5,7.15384615384615,0,0,1,0,39,1,160
New Zealand,Pakistan,Cape Town,74,0,55,8,6.83076923076923,0,1,0,0,33,0,143
Sri Lanka,West Indies,London,91,0,36,7,6.5,0,1,0,0,23,0,158
Australia,India,Sydney,102,0,49,7,8.61971830985915,0,1,0,0,39,0,197
West Indies,Bangladesh,Mirpur,95,0,51,8,8.26086956521739,0,1,0,0,47,0,197
Sri Lanka,New Zealand,Auckland,127,0,6,2,6.68421052631579,0,0,0,1,47,1,142
New Zealand,South Africa,Johannesburg,66,0,62,7,6.82758620689655,0,1,0,0,32,0,129
South Africa,West Indies,Durban,61,1,88,10,11.4375,1,0,0,0,60,0,195
Pakistan,Bangladesh,Kolkata,122,0,35,8,8.61176470588235,0,1,0,0,35,0,201
New Zealand,Pakistan,Wellington,70,0,68,8,8.07692307692308,0,1,0,0,28,0,196
India,West Indies,London,50,0,66,7,5.55555555555556,0,1,0,0,22,0,153
India,South Africa,St Lucia,40,0,75,8,5.33333333333333,0,1,0,0,30,0,186
New Zealand,Pakistan,Chandigarh,145,0,19,6,8.61386138613861,0,0,1,0,45,1,180
Australia,Bangladesh,Barbados,52,0,62,6,5.37931034482759,0,0,1,0,23,0,141
England,South Africa,Nottingham,26,0,82,7,4.10526315789474,0,1,0,0,22,0,111
India,New Zealand,Wellington,108,0,33,4,7.44827586206897,0,0,0,1,28,0,165
Sri Lanka,New Zealand,Auckland,69,0,38,3,5.04878048780488,0,0,0,1,17,0,115
West Indies,India,Barbados,125,0,24,8,7.8125,0,1,0,0,52,1,169
India,Sri Lanka,Pallekele,145,0,8,7,7.76785714285714,0,1,0,0,37,1,155
New Zealand,Sri Lanka,Wellington,131,0,35,7,9.24705882352941,0,1,0,0,37,0,162
England,South Africa,Cape Town,79,0,52,6,6.97058823529412,0,0,1,0,27,0,134
India,Sri Lanka,Colombo,38,1,86,8,6.70588235294118,0,1,0,0,35,0,174
Australia,India,Sydney,66,0,74,9,8.60869565217391,1,0,0,0,50,0,186
New Zealand,England,Wellington,36,0,81,9,5.53846153846154,1,0,0,0,29,0,139
England,Pakistan,London,151,0,25,7,9.53684210526316,0,1,0,0,51,1,185
Australia,West Indies,Hobart,50,1,88,10,9.375,1,0,0,0,49,0,179
England,South Africa,Johannesburg,169,0,11,5,9.30275229357798,0,0,1,0,50,1,202
New Zealand,Pakistan,Cape Town,96,0,33,6,6.62068965517241,0,0,1,0,30,0,143
India,West Indies,London,130,0,14,6,7.35849056603774,0,0,1,0,58,1,153
South Africa,New Zealand,Auckland,73,0,70,9,8.76,1,0,0,0,54,0,185
Bangladesh,Sri Lanka,Colombo,72,0,80,9,10.8,1,0,0,0,55,0,176
South Africa,New Zealand,Auckland,80,0,59,7,7.86885245901639,0,1,0,0,30,0,165
England,India,Manchester,76,0,64,9,8.14285714285714,1,0,0,0,31,0,159
Australia,India,Rajkot,129,0,48,6,10.75,0,0,1,0,45,0,201
New Zealand,Pakistan,Dubai,30,1,87,7,5.45454545454545,0,1,0,0,28,0,135
South Africa,Sri Lanka,Johannesburg,197,0,1,8,9.9327731092437,0,1,0,0,66,1,198
Sri Lanka,Pakistan,London,39,0,78,6,5.57142857142857,0,0,1,0,31,0,138
Sri Lanka,New Zealand,Nottingham,47,1,85,8,8.05714285714286,0,1,0,0,38,0,158
South Africa,England,Centurion,202,0,28,8,13.1739130434783,0,1,0,0,69,1,241
West Indies,Australia,Sydney,65,0,52,5,5.73529411764706,0,0,1,0,29,0,138
New Zealand,Australia,Sydney,89,0,26,5,5.68085106382979,0,0,1,0,35,1,117
Bangladesh,Pakistan,Pallekele,142,0,18,6,8.35294117647059,0,0,1,0,35,1,175
England,India,Manchester,76,0,61,9,7.72881355932203,1,0,0,0,26,0,159
Sri Lanka,England,Southampton,118,0,35,4,8.32941176470588,0,0,0,1,35,0,163
Australia,Sri Lanka,Barbados,105,0,26,5,6.70212765957447,0,0,1,0,38,1,168
Pakistan,New Zealand,Auckland,58,0,72,8,7.25,0,1,0,0,47,0,171
England,South Africa,Barbados,100,0,47,8,8.21917808219178,0,1,0,0,31,0,168
Sri Lanka,Bangladesh,Johannesburg,96,0,31,6,6.47191011235955,0,0,1,0,35,0,147
South Africa,Pakistan,Johannesburg,44,0,78,10,6.28571428571429,1,0,0,0,39,0,188
India,England,Manchester,49,0,83,9,7.94594594594595,1,0,0,0,42,0,165
Pakistan,Australia,Abu Dhabi,38,1,90,9,7.6,1,0,0,0,38,0,155
India,South Africa,Durban,99,0,27,6,6.38709677419355,0,0,1,0,37,1,153
India,Australia,Mirpur,44,1,85,9,7.54285714285714,1,0,0,0,37,0,159
Sri Lanka,Pakistan,Lahore,92,0,52,9,8.11764705882353,1,0,0,0,27,0,165
Sri Lanka,Bangladesh,Johannesburg,147,0,0,5,7.28925619834711,0,0,1,0,49,1,147
Pakistan,South Africa,Cape Town,103,0,39,8,7.62962962962963,0,1,0,0,54,0,176
Pakistan,India,Mirpur,81,0,21,2,4.90909090909091,0,0,0,1,27,1,83
Sri Lanka,Pakistan,Mirpur,116,0,27,9,7.48387096774194,1,0,0,0,42,1,150
South Africa,England,Centurion,168,0,45,10,13.44,1,0,0,0,74,0,241
Pakistan,England,Dubai,73,0,61,7,7.42372881355932,0,1,0,0,28,0,144
England,South Africa,Chester-le-Street,83,0,31,4,5.59550561797753,0,0,0,1,21,0,118
South Africa,New Zealand,Barbados,97,0,40,8,7.275,0,1,0,0,41,0,170
England,South Africa,Barbados,127,0,28,6,8.28260869565217,0,0,1,0,40,1,168
Sri Lanka,India,Colombo,65,0,74,9,8.47826086956522,1,0,0,0,45,0,171
England,India,London,124,0,13,6,6.95327102803738,0,0,1,0,32,1,153
Sri Lanka,South Africa,Cape Town,113,0,10,3,6.16363636363636,0,0,0,1,30,1,134
New Zealand,Bangladesh,Mount Maunganui,42,0,80,7,6.3,0,1,0,0,30,0,194
New Zealand,Pakistan,Cape Town,55,0,69,9,6.47058823529412,1,0,0,0,26,0,143
Sri Lanka,South Africa,Cape Town,76,0,47,6,6.24657534246575,0,0,1,0,28,0,134
Australia,India,Melbourne,94,0,27,4,6.06451612903226,0,0,0,1,32,1,132
Sri Lanka,India,Colombo,118,0,41,6,8.9620253164557,0,0,1,0,40,0,152
Pakistan,New Zealand,Mount Maunganui,64,0,68,9,7.38461538461539,1,0,0,0,34,0,181
Pakistan,New Zealand,Hamilton,57,0,63,8,6,0,1,0,0,28,0,168
England,New Zealand,Napier,58,0,76,8,7.90909090909091,0,1,0,0,47,0,241
Sri Lanka,Pakistan,Abu Dhabi,66,0,49,4,5.57746478873239,0,0,0,1,22,0,102
West Indies,England,Chester-le-Street,167,0,5,2,8.71304347826087,0,0,0,1,31,1,176
Australia,Sri Lanka,Adelaide,223,0,6,9,11.7368421052632,1,0,0,0,57,1,233
Pakistan,South Africa,Centurion,70,0,69,8,8.23529411764706,0,1,0,0,35,0,168
West Indies,India,Barbados,111,0,33,9,7.6551724137931,1,0,0,0,46,0,169
Sri Lanka,Australia,Melbourne,129,0,9,5,6.97297297297297,0,0,1,0,37,1,142
South Africa,New Zealand,Chittagong,42,0,81,8,6.46153846153846,0,1,0,0,36,0,170
Australia,South Africa,Cape Town,114,0,60,10,11.4,1,0,0,0,43,0,193
Sri Lanka,West Indies,Barbados,108,0,47,9,8.87671232876712,1,0,0,0,52,0,195
Pakistan,New Zealand,Dubai,92,0,53,8,8.23880597014925,0,1,0,0,53,0,161
Australia,New Zealand,Perth,162,0,14,6,9.16981132075472,0,0,1,0,62,1,186
England,New Zealand,Christchurch,167,0,14,6,9.45283018867925,0,0,1,0,54,1,193
West Indies,New Zealand,Pallekele,53,1,86,8,9.35294117647059,0,1,0,0,44,0,139
India,Australia,Durban,137,0,26,7,8.74468085106383,0,1,0,0,64,1,188
England,New Zealand,Hamilton,131,0,26,6,8.36170212765957,0,0,1,0,25,1,194
Pakistan,India,Mirpur,67,0,35,3,4.72941176470588,0,0,0,1,22,0,83
New Zealand,Australia,Auckland,211,0,20,8,12.66,0,1,0,0,63,1,243
India,West Indies,Trinidad,31,1,89,9,6,1,0,0,0,30,0,159
South Africa,New Zealand,Auckland,148,0,21,6,8.96969696969697,0,0,1,0,44,1,185
England,Pakistan,Bristol,58,0,64,6,6.21428571428571,0,0,1,0,21,0,144
West Indies,Australia,Colombo,103,0,46,7,8.35135135135135,0,1,0,0,34,0,191
India,Sri Lanka,Colombo,50,0,76,8,6.81818181818182,0,1,0,0,40,0,174
India,Pakistan,Durban,36,0,80,7,5.4,0,1,0,0,27,0,141
Sri Lanka,Pakistan,Lahore,127,0,29,8,8.37362637362637,0,1,0,0,39,1,165
Pakistan,West Indies,Trinidad,104,0,33,6,7.17241379310345,0,0,1,0,32,0,137
Bangladesh,India,Colombo,46,0,77,7,6.41860465116279,0,1,0,0,24,0,166
West Indies,Bangladesh,Johannesburg,97,0,35,8,6.84705882352941,0,1,0,0,35,0,164
Pakistan,Sri Lanka,Johannesburg,134,0,28,6,8.73913043478261,0,0,1,0,62,0,189
South Africa,West Indies,Johannesburg,80,0,76,8,10.9090909090909,0,1,0,0,57,0,231
South Africa,Australia,Cape Town,41,0,75,8,5.46666666666667,0,1,0,0,33,0,146
Bangladesh,India,Colombo,97,0,34,6,6.76744186046512,0,0,1,0,28,0,139
South Africa,India,Johannesburg,109,0,46,9,8.83783783783784,1,0,0,0,43,0,219
New Zealand,Pakistan,Dubai,42,1,85,10,7.2,1,0,0,0,41,0,144
England,India,Pune,47,1,86,9,8.29411764705882,1,0,0,0,42,0,157
Bangladesh,India,Mirpur,54,0,74,8,7.04347826086957,0,1,0,0,40,0,120
Pakistan,India,Colombo,91,0,44,5,7.18421052631579,0,0,1,0,45,0,128
South Africa,Pakistan,Johannesburg,90,0,47,9,7.3972602739726,1,0,0,0,45,0,188
Bangladesh,India,Colombo,60,0,69,8,7.05882352941176,0,1,0,0,38,0,139
South Africa,Pakistan,Johannesburg,152,0,12,7,8.44444444444444,0,1,0,0,56,1,188
Pakistan,New Zealand,Auckland,97,0,28,3,6.32608695652174,0,0,0,1,25,1,143
Australia,England,Hobart,174,0,16,7,10.0384615384615,0,1,0,0,40,1,213
England,New Zealand,Christchurch,90,0,53,6,8.05970149253731,0,0,1,0,23,0,193
Pakistan,England,Dubai,113,0,23,5,6.98969072164949,0,0,1,0,38,1,144
West Indies,Pakistan,Trinidad,53,0,66,8,5.88888888888889,0,1,0,0,26,0,124
Sri Lanka,India,Colombo,160,0,12,6,8.88888888888889,0,0,1,0,52,1,171
Sri Lanka,Pakistan,Dubai,142,0,4,5,7.3448275862069,0,0,1,0,54,1,145
New Zealand,Australia,Sydney,115,0,3,2,5.8974358974359,0,0,0,1,33,1,117
Sri Lanka,India,Colombo,114,0,34,4,7.95348837209302,0,0,0,1,30,0,170
Australia,England,Manchester,43,1,84,9,7.16666666666667,1,0,0,0,37,0,145
Bangladesh,Sri Lanka,Mirpur,64,0,51,7,5.56521739130435,0,1,0,0,20,0,147
Australia,England,Southampton,133,0,9,4,7.18918918918919,0,0,0,1,42,1,157
Sri Lanka,West Indies,Bangalore,72,0,38,5,5.26829268292683,0,0,1,0,24,0,122
Pakistan,England,Dubai,100,0,23,5,6.18556701030928,0,0,1,0,42,1,129
Australia,Sri Lanka,Adelaide,58,1,88,10,10.875,1,0,0,0,58,0,187
Sri Lanka,India,Colombo,46,1,89,8,8.90322580645161,0,1,0,0,35,0,152
Afghanistan,West Indies,Nagpur,100,0,14,4,5.66037735849057,0,0,0,1,39,1,123
Australia,Sri Lanka,Melbourne,54,0,76,10,7.36363636363636,1,0,0,0,39,0,168
Sri Lanka,India,Nagpur,107,0,50,9,9.17142857142857,1,0,0,0,56,0,215
Pakistan,India,Kolkata,111,0,18,5,6.52941176470588,0,0,1,0,46,1,118
Bangladesh,India,Rajkot,123,0,24,6,7.6875,0,0,1,0,29,1,153
South Africa,Australia,Colombo,73,0,48,6,6.08333333333333,0,0,1,0,31,0,146
India,Bangladesh,Nottingham,157,0,10,6,8.56363636363636,0,0,1,0,49,1,180
Pakistan,Australia,Dubai,33,0,78,6,4.71428571428571,0,0,1,0,20,0,96
West Indies,New Zealand,Wellington,72,0,55,6,6.64615384615385,0,0,1,0,35,0,159
New Zealand,Pakistan,Hamilton,84,0,58,9,8.12903225806452,1,0,0,0,41,0,185
New Zealand,India,Rajkot,71,0,68,10,8.19230769230769,1,0,0,0,49,0,196
Bangladesh,Australia,Bangalore,144,0,5,5,7.51304347826087,0,0,1,0,47,1,156
New Zealand,England,Christchurch,37,1,88,9,6.9375,1,0,0,0,36,0,153
South Africa,Australia,Brisbane,62,0,57,7,5.90476190476191,0,1,0,0,27,0,157
India,England,Bangalore,83,0,56,8,7.78125,0,1,0,0,37,0,202
Australia,New Zealand,Perth,136,0,27,7,8.7741935483871,0,1,0,0,63,1,186
Sri Lanka,Pakistan,Lahore,115,0,41,8,8.73417721518987,0,1,0,0,47,0,182
Sri Lanka,India,Colombo,74,0,66,9,8.22222222222222,1,0,0,0,36,0,171
Pakistan,Bangladesh,Mirpur,101,0,30,7,6.73333333333333,0,1,0,0,38,0,141
Australia,Sri Lanka,Melbourne,161,0,2,5,8.1864406779661,0,0,1,0,45,1,168
England,South Africa,Johannesburg,75,0,58,7,7.25806451612903,0,1,0,0,35,0,171
New Zealand,England,Manchester,50,0,70,7,6,0,1,0,0,36,0,123
South Africa,New Zealand,Auckland,140,0,16,3,8.07692307692308,0,0,0,1,29,1,165
Sri Lanka,India,Colombo,64,0,76,9,8.72727272727273,1,0,0,0,48,0,171
New Zealand,England,Hamilton,162,0,9,5,8.75675675675676,0,0,1,0,46,1,192
India,Sri Lanka,Pune,73,0,38,2,5.34146341463415,0,0,0,1,22,0,101
Afghanistan,India,St Lucia,97,0,21,7,5.87878787878788,0,1,0,0,40,1,115
New Zealand,Australia,Sydney,105,0,10,3,5.72727272727273,0,0,0,1,38,1,117
Pakistan,England,Manchester,75,0,68,8,8.65384615384615,0,1,0,0,44,0,190
New Zealand,India,Johannesburg,50,0,80,9,7.5,1,0,0,0,39,0,190
England,Afghanistan,Colombo,80,0,53,8,7.16417910447761,0,1,0,0,27,0,196
Sri Lanka,England,Southampton,41,1,86,9,7.23529411764706,1,0,0,0,39,0,140
England,Sri Lanka,Delhi,147,0,11,7,8.09174311926606,0,1,0,0,56,1,171
West Indies,Afghanistan,St Kitts,112,0,30,7,7.46666666666667,0,1,0,0,34,0,112
Australia,South Africa,Johannesburg,104,0,56,8,9.75,0,1,0,0,31,0,196
England,New Zealand,Napier,223,0,8,8,11.9464285714286,0,1,0,0,72,1,241
New Zealand,Sri Lanka,Auckland,55,0,59,5,5.40983606557377,0,0,1,0,25,0,179
Sri Lanka,Pakistan,Abu Dhabi,90,0,20,1,5.4,0,0,0,1,24,1,102
South Africa,Pakistan,Johannesburg,43,1,85,10,7.37142857142857,1,0,0,0,41,0,188
New Zealand,Bangladesh,Pallekele,113,0,35,8,7.97647058823529,0,1,0,0,44,0,191
New Zealand,England,St Lucia,40,0,82,9,6.31578947368421,1,0,0,0,32,0,149
Sri Lanka,New Zealand,Auckland,115,0,14,2,6.50943396226415,0,0,0,1,49,1,115
New Zealand,Pakistan,London,87,0,28,4,5.67391304347826,0,0,0,1,28,1,99
India,Bangladesh,Delhi,73,0,52,7,6.44117647058824,0,1,0,0,37,0,148
Pakistan,South Africa,Abu Dhabi,40,0,75,5,5.33333333333333,0,0,1,0,26,0,120
New Zealand,Pakistan,Hamilton,44,1,84,9,7.33333333333333,1,0,0,0,41,0,185
Pakistan,Bangladesh,Kolkata,80,0,69,9,9.41176470588235,1,0,0,0,44,0,201
New Zealand,West Indies,Auckland,89,0,51,7,7.73913043478261,0,1,0,0,39,0,155
West Indies,India,Mirpur,106,0,11,5,5.8348623853211,0,0,1,0,39,1,129
Bangladesh,West Indies,Lauderhill,77,0,76,8,10.5,0,1,0,0,50,0,184
Bangladesh,Sri Lanka,Mirpur,54,0,64,7,5.78571428571429,0,1,0,0,28,0,147
West Indies,Australia,Sydney,87,0,34,4,6.06976744186047,0,0,0,1,32,0,138
New Zealand,India,Auckland,142,0,15,5,8.11428571428571,0,0,1,0,35,1,158
Sri Lanka,Pakistan,Colombo,35,0,82,10,5.52631578947368,1,0,0,0,23,0,139
New Zealand,Sri Lanka,Lauderhill,108,0,9,4,5.83783783783784,0,0,0,1,32,1,120
Australia,West Indies,Mirpur,51,0,77,7,7.11627906976744,0,1,0,0,24,0,178
England,West Indies,Kolkata,117,0,25,3,7.38947368421053,0,0,0,1,34,1,155
England,Afghanistan,Colombo,56,0,77,9,7.81395348837209,1,0,0,0,51,0,196
Australia,Pakistan,Harare,66,0,80,10,9.9,1,0,0,0,54,0,183
England,Pakistan,Abu Dhabi,54,0,68,8,6.23076923076923,0,1,0,0,28,0,129
England,India,Bristol,95,0,68,9,10.9615384615385,1,0,0,0,58,0,198
Sri Lanka,India,Mumbai,100,0,25,4,6.31578947368421,0,0,0,1,29,1,135
New Zealand,Australia,Wellington,113,0,9,3,6.10810810810811,0,0,0,1,39,1,118
Pakistan,Australia,Dubai,48,1,85,10,8.22857142857143,1,0,0,0,42,0,150
New Zealand,Pakistan,Hamilton,97,0,41,7,7.36708860759494,0,1,0,0,34,0,185
New Zealand,India,Auckland,59,1,85,10,10.1142857142857,1,0,0,0,51,0,203
Pakistan,Bangladesh,Karachi,150,0,28,6,9.78260869565217,0,0,1,0,58,1,203
Australia,South Africa,Melbourne,93,0,66,9,10.3333333333333,1,0,0,0,47,0,182
West Indies,Australia,Colombo,133,0,28,8,8.67391304347826,0,1,0,0,56,1,205
Pakistan,Australia,Harare,68,0,74,9,8.8695652173913,1,0,0,0,41,0,194
West Indies,Sri Lanka,Colombo,83,0,55,7,7.66153846153846,0,1,0,0,22,0,162
Pakistan,New Zealand,Hamilton,66,0,54,8,6,0,1,0,0,32,0,168
New Zealand,South Africa,Durban,114,0,37,7,8.24096385542169,0,1,0,0,38,0,151
Sri Lanka,Pakistan,Lahore,135,0,31,8,9.10112359550562,0,1,0,0,55,0,182
Australia,England,Melbourne,68,0,73,8,8.68085106382979,0,1,0,0,42,0,147
Australia,Sri Lanka,Perth,27,0,83,8,4.37837837837838,0,1,0,0,23,0,133
South Africa,India,Johannesburg,168,0,17,7,9.78640776699029,0,1,0,0,60,1,219
India,Bangladesh,Colombo,175,0,2,8,8.89830508474576,0,1,0,0,64,1,176
India,Afghanistan,Colombo,122,0,18,6,7.17647058823529,0,0,1,0,47,1,159
Bangladesh,West Indies,St Kitts,43,1,87,6,7.81818181818182,0,0,1,0,38,0,143
Sri Lanka,Bangladesh,Johannesburg,101,0,27,5,6.51612903225807,0,0,1,0,31,1,147
Pakistan,Australia,Perth,69,0,48,6,5.75,0,0,1,0,26,0,106
West Indies,Pakistan,Trinidad,84,0,26,3,5.36170212765957,0,0,0,1,25,1,124
New Zealand,Sri Lanka,Pallekele,44,0,80,8,6.6,0,1,0,0,37,0,142
Afghanistan,West Indies,St Kitts,52,0,47,3,4.27397260273973,0,0,0,1,16,0,110
New Zealand,India,Auckland,123,0,7,6,6.53097345132743,0,0,1,0,33,1,132
South Africa,Bangladesh,Mirpur,114,0,40,7,8.55,0,1,0,0,40,0,169
Australia,Sri Lanka,Pallekele,149,0,43,9,11.6103896103896,1,0,0,0,65,0,263
New Zealand,India,Nagpur,108,0,9,4,5.83783783783784,0,0,0,1,30,1,126
England,South Africa,Durban,162,0,16,5,9.34615384615385,0,0,1,0,57,1,204
West Indies,New Zealand,Wellington,63,0,67,8,7.13207547169811,0,1,0,0,41,0,159
New Zealand,Australia,Sydney,35,0,75,6,4.66666666666667,0,0,1,0,19,0,117
England,Pakistan,Dubai,42,0,78,9,6,1,0,0,0,34,0,148
Pakistan,New Zealand,Auckland,95,0,32,3,6.47727272727273,0,0,0,1,25,0,143
South Africa,Australia,Melbourne,51,0,61,7,5.1864406779661,0,1,0,0,23,0,101
Sri Lanka,New Zealand,Auckland,61,0,49,3,5.15492957746479,0,0,0,1,17,0,115
Australia,New Zealand,Perth,174,0,7,6,9.23893805309734,0,0,1,0,59,1,186
West Indies,Afghanistan,St Kitts,64,0,76,9,8.72727272727273,1,0,0,0,40,0,112
Pakistan,New Zealand,Dubai,109,0,34,7,7.6046511627907,0,1,0,0,37,0,153
Pakistan,West Indies,Karachi,106,0,52,9,9.35294117647059,1,0,0,0,49,0,205
Australia,Pakistan,Dubai,42,1,88,10,7.875,1,0,0,0,42,0,168
Sri Lanka,West Indies,Mirpur,45,1,87,8,8.18181818181818,0,1,0,0,40,0,160
South Africa,Pakistan,Johannesburg,44,0,81,10,6.76923076923077,1,0,0,0,41,0,188
West Indies,South Africa,Johannesburg,85,0,69,10,10,1,0,0,0,55,0,205
England,South Africa,Johannesburg,75,0,65,7,8.18181818181818,0,1,0,0,48,0,202
Australia,Pakistan,Dubai,122,0,44,8,9.63157894736842,0,1,0,0,58,0,168
Sri Lanka,England,Pallekele,57,0,72,9,7.125,1,0,0,0,39,0,169
Sri Lanka,India,Colombo,171,0,0,6,8.55,0,0,1,0,48,1,171
England,New Zealand,Auckland,191,0,17,6,11.126213592233,0,0,1,0,57,1,214
West Indies,Australia,Colombo,52,0,81,9,8,1,0,0,0,44,0,205
India,South Africa,St Lucia,111,0,30,8,7.4,0,1,0,0,44,0,186
Australia,South Africa,Adelaide,127,0,13,5,7.1214953271028,0,0,1,0,34,1,144
Pakistan,New Zealand,Auckland,52,0,81,8,8,0,1,0,0,50,0,171
India,West Indies,Trinidad,69,0,53,6,6.17910447761194,0,0,1,0,23,0,159
New Zealand,Sri Lanka,Wellington,108,0,48,7,9,0,1,0,0,28,0,162
New Zealand,England,Christchurch,139,0,10,6,7.58181818181818,0,0,1,0,45,1,153
New Zealand,India,Auckland,49,0,75,7,6.53333333333333,0,1,0,0,34,0,158
England,Australia,Southampton,148,0,10,3,8.07272727272727,0,0,0,1,41,1,162
India,Australia,Melbourne,70,0,20,1,4.2,0,0,0,1,21,1,74
New Zealand,Sri Lanka,Auckland,46,0,69,6,5.41176470588235,0,0,1,0,19,0,179
New Zealand,Pakistan,Dubai,44,0,76,7,6,0,1,0,0,29,0,135
Pakistan,New Zealand,Abu Dhabi,60,0,62,8,6.20689655172414,0,1,0,0,37,0,148
New Zealand,Sri Lanka,Lauderhill,61,0,49,7,5.15492957746479,0,1,0,0,24,0,120
New Zealand,Bangladesh,Pallekele,33,1,86,9,5.82352941176471,1,0,0,0,25,0,191
West Indies,England,Nottingham,25,1,86,8,4.41176470588235,0,1,0,0,21,0,172
West Indies,South Africa,Johannesburg,145,0,41,10,11.0126582278481,1,0,0,0,58,0,205
Sri Lanka,Pakistan,London,44,0,72,6,5.5,0,0,1,0,28,0,138
Australia,Pakistan,Dubai,81,0,17,3,4.71844660194175,0,0,0,1,25,1,89
Pakistan,England,Manchester,162,0,21,8,9.81818181818182,0,1,0,0,53,1,195
Sri Lanka,India,Colombo,136,0,18,3,8,0,0,0,1,34,1,170
Pakistan,Australia,Mirpur,146,0,27,7,9.41935483870968,0,1,0,0,52,1,191
West Indies,New Zealand,Pallekele,133,0,13,2,7.45794392523364,0,0,0,1,34,1,139
South Africa,New Zealand,Barbados,153,0,9,7,8.27027027027027,0,1,0,0,56,1,170
West Indies,Australia,Sydney,36,0,82,8,5.68421052631579,0,1,0,0,24,0,138
Bangladesh,Sri Lanka,Mirpur,63,0,53,7,5.64179104477612,0,1,0,0,21,0,147
Pakistan,New Zealand,Dubai,72,0,62,8,7.44827586206897,0,1,0,0,31,0,153
West Indies,New Zealand,Lauderhill,106,0,41,8,8.05063291139241,0,1,0,0,42,0,177
Sri Lanka,Pakistan,Dubai,122,0,13,6,6.8411214953271,0,0,1,0,40,1,145
Bangladesh,Australia,Mirpur,43,0,78,8,6.14285714285714,0,1,0,0,38,0,153
England,Pakistan,Abu Dhabi,65,0,53,7,5.82089552238806,0,1,0,0,22,0,129
South Africa,Australia,Cape Town,74,0,73,8,9.4468085106383,0,1,0,0,44,0,178
Pakistan,Australia,Birmingham,117,0,28,6,7.6304347826087,0,0,1,0,36,1,162
Australia,West Indies,Barbados,78,0,66,7,8.66666666666667,0,1,0,0,36,0,97
Australia,Pakistan,Dubai,141,0,30,7,9.4,0,1,0,0,37,0,168
South Africa,Sri Lanka,Cape Town,141,0,12,5,7.83333333333333,0,0,1,0,34,1,169
England,New Zealand,Manchester,137,0,30,6,9.13333333333333,0,0,1,0,51,0,191
South Africa,Pakistan,Cape Town,157,0,25,7,9.91578947368421,0,1,0,0,54,1,192
South Africa,New Zealand,London,76,0,38,6,5.5609756097561,0,0,1,0,25,0,128
England,New Zealand,Hamilton,55,0,80,8,8.25,0,1,0,0,33,0,194
West Indies,Australia,St Lucia,99,0,10,1,5.4,0,0,0,1,17,1,105
Sri Lanka,West Indies,Pallekele,105,0,48,8,8.75,0,1,0,0,37,0,215
Sri Lanka,Bangladesh,Colombo,35,0,82,6,5.52631578947368,0,0,1,0,28,0,159
Sri Lanka,South Africa,Cape Town,65,0,59,7,6.39344262295082,0,1,0,0,25,0,134
New Zealand,Bangladesh,Mount Maunganui,155,0,28,7,10.1086956521739,0,1,0,0,66,1,195
Pakistan,Bangladesh,Karachi,152,0,25,6,9.6,0,0,1,0,55,1,203
New Zealand,England,Wellington,153,0,10,3,8.34545454545455,0,0,0,1,34,1,176
Australia,England,Barbados,38,0,72,7,4.75,0,1,0,0,28,0,147
Pakistan,Bangladesh,Mirpur,27,0,75,7,3.6,0,1,0,0,19,0,129
West Indies,India,Lauderhill,157,0,55,9,14.4923076923077,1,0,0,0,79,0,245
South Africa,Australia,Johannesburg,121,0,38,9,8.85365853658537,1,0,0,0,54,0,201
India,South Africa,Durban,61,0,81,9,9.38461538461539,1,0,0,0,46,0,168
Pakistan,New Zealand,Mount Maunganui,134,0,18,6,7.88235294117647,0,0,1,0,39,1,181
Pakistan,Australia,Dubai,147,0,4,6,7.60344827586207,0,0,1,0,49,1,151
India,Sri Lanka,Mirpur,73,0,48,8,6.08333333333333,0,1,0,0,32,0,130
Bangladesh,West Indies,Dhaka,191,0,13,6,10.7102803738318,0,0,1,0,59,1,211
West Indies,Afghanistan,Lucknow,99,0,55,8,9.13846153846154,0,1,0,0,53,0,164
